Frame,MeanLoss,LossType
1,0.1389339720093501,Training
2,0.04801243288254855,Training
3,0.04657359089912888,Training
4,0.039478535560264046,Training
5,0.03620052484095243,Training
6,0.03468569050513263,Training
7,0.03298971624884763,Training
8,0.03187449073707296,Training
9,0.031044023880318575,Training
10,0.030171840074094566,Training
11,0.04074559726406813,Training
12,0.06090415839828935,Training
13,0.03447994706049305,Training
14,0.031127952318409736,Training
15,0.029720670609970645,Training
16,0.028131378590328396,Training
17,0.02688878291362041,Training
18,0.026270772694296566,Training
19,0.025459740384131742,Training
20,0.025106160015929534,Training
21,0.02496819447094451,Training
22,0.023781755371637073,Training
23,0.02314733609978192,Training
24,0.02273878522665773,Training
25,0.02466193760724633,Training
26,0.021808810838720136,Training
27,0.020894238860312053,Training
28,0.02061036745136654,Training
29,0.01976622946569536,Training
30,0.01942294634219616,Training
31,0.018500516177395347,Training
32,0.0180802022539427,Training
33,0.01821909877368654,Training
34,0.017819603335304548,Training
35,0.016850111996915183,Training
36,0.021878202390886788,Training
37,0.016154973701338216,Training
38,0.015629370307838154,Training
39,0.01493801104696582,Training
40,0.014768959997857965,Training
41,0.014393561272550127,Training
42,0.014224991513558043,Training
43,0.013842465925769518,Training
44,0.014659795030283328,Training
45,0.013928427415870186,Training
46,0.012975132972670202,Training
47,0.01268665637610439,Training
48,0.012252494149340239,Training
49,0.012137372671404547,Training
50,0.011729635028237206,Training
51,0.011750689024650275,Training
52,0.011633658774782897,Training
53,0.011398404110131525,Training
54,0.011007647081541415,Training
55,0.012110973878807094,Training
56,0.01055318268281419,Training
57,0.010357758309463318,Training
58,0.010345725298010235,Training
59,0.00991043430942978,Training
60,0.009998586024237793,Training
61,0.009444963319698482,Training
62,0.009302288079886017,Training
63,0.009146055585935859,Training
64,0.009202692226943828,Training
65,0.009090382034297694,Training
66,0.00886574855271077,Training
67,0.008657169678758748,Training
68,0.008700800803318363,Training
69,0.008241316952905102,Training
70,0.00833646983940255,Training
71,0.008455838910269686,Training
72,0.007938417505944281,Training
73,0.00785448398333528,Training
74,0.007784494925953942,Training
75,0.007857270739029828,Training
76,0.007459556846936629,Training
77,0.0072665589378748535,Training
78,0.007764537592191954,Training
79,0.007301672843470254,Training
80,0.007216748804956931,Training
81,0.007253917980440309,Training
82,0.007206144258128227,Training
83,0.006905087446610853,Training
84,0.006714237702859414,Training
85,0.006521957881258989,Training
86,0.006931756850199302,Training
87,0.006759266378197828,Training
88,0.006834400820612212,Training
89,0.006315997641256734,Training
90,0.006278758218422697,Training
91,0.006376996647545962,Training
92,0.006731923624383474,Training
93,0.006346943408092919,Training
94,0.006042495933967741,Training
95,0.006122800467492377,Training
96,0.005897822605356739,Training
97,0.006129418932249271,Training
98,0.0059075912835959725,Training
99,0.0057192597559971295,Training
100,0.006346738727074528,Training
101,0.0058300413185025796,Training
102,0.005627884075024991,Training
103,0.005410839170240397,Training
104,0.00548404273983201,Training
105,0.005400706663800985,Training
106,0.0055342831703804485,Training
107,0.005494869905363777,Training
108,0.005428086864448517,Training
109,0.005338339850418636,Training
110,0.005096918971939081,Training
111,0.0052548739487071885,Training
112,0.005026156294127555,Training
113,0.005227700371526328,Training
114,0.005072422099359224,Training
115,0.004968943347506848,Training
116,0.004914955139052608,Training
117,0.005014582674124299,Training
118,0.005198961261977929,Training
119,0.004991461148174337,Training
120,0.0049246550747593845,Training
121,0.00472597470072256,Training
122,0.004902076126872596,Training
123,0.004718599805244558,Training
124,0.004630933630998711,Training
125,0.004498106242427534,Training
126,0.004510827713499546,Training
127,0.00461316460695493,Training
128,0.004529004535124081,Training
129,0.004524539060334627,Training
130,0.004290486949367829,Training
131,0.004414105048192624,Training
132,0.004465761149121352,Training
133,0.004436881181038001,Training
134,0.004603790028617976,Training
135,0.004313136083394271,Training
136,0.004316169223107434,Training
137,0.004200421637684994,Training
138,0.004351527954129095,Training
139,0.004379604901621891,Training
140,0.004174601786634919,Training
141,0.004160566716821045,Training
142,0.004189952979429513,Training
143,0.004139089403835329,Training
144,0.004199097319580477,Training
145,0.004053360784136866,Training
146,0.004226032160542887,Training
147,0.004152041871366102,Training
148,0.004138182174226759,Training
149,0.003877072504959561,Training
150,0.003960316534227341,Training
151,0.0040738694535691925,Training
152,0.004088251524849701,Training
153,0.003912125571535932,Training
154,0.0037479939893704977,Training
155,0.003792655142396002,Training
156,0.003718012620360849,Training
157,0.003910573613423745,Training
158,0.0037319009041834705,Training
159,0.003782433233279918,Training
160,0.0036993049360017683,Training
161,0.003863796358069986,Training
162,0.003665817942108767,Training
163,0.00364218575806135,Training
164,0.0036631949944993716,Training
165,0.0036670783280362937,Training
166,0.003691176986848107,Training
167,0.003795729842522074,Training
168,0.0036130682299261416,Training
169,0.003734460355672775,Training
170,0.0033971230040077825,Training
171,0.003626097895975021,Training
172,0.0035329674242158176,Training
173,0.0034434707927991264,Training
174,0.003653045969526684,Training
175,0.0034610598338928066,Training
176,0.0036534089856799373,Training
177,0.003434882982529892,Training
178,0.0034190228076466343,Training
179,0.0032938155268389885,Training
180,0.00339044686461197,Training
181,0.003530530583088261,Training
182,0.003481640474452049,Training
183,0.0032770772735160347,Training
184,0.003200227781487812,Training
185,0.00323888040516704,Training
186,0.0034931722141147868,Training
187,0.0031568133232901126,Training
188,0.003306787689296524,Training
189,0.0032485603507612752,Training
190,0.003382777284913186,Training
191,0.0032515533842519383,Training
192,0.0032152602435758966,Training
193,0.0031840998295543563,Training
194,0.0030525449356773563,Training
195,0.003063201719734255,Training
196,0.0031120037496678017,Training
197,0.003111675525248893,Training
198,0.003179847491911958,Training
199,0.003163341148350278,Training
200,0.0031926597421931637,Training
